WCNPO#,WCNTRK
#LE104044,9405510200793798223572
#LE104259,61290983472420157021
#LE103999,61290983472420157038
#LE104261,61290983472420157045
#LE104006,61290983472420157052
#LE103105,9400110200882783544048
#LE104270,61290983472420157069
#LE104137,61290983472420157076
#LE104018,61290983472420157083
#LE104148,9405510200883841168261
#LE104020,61290983472420157090
#LE104116,61290983472420157106
#LE104150,61290983472420157113
#LE104241,9405510200829783300581
#LE104170,9405510200828783577771
#LE104243,61290983472420157120
#LE103815,61290983472420157137
#LE104168,61290983472420157144
#LE104246,61290983472420157151
#LE104070,61290983472420157168
#LE104247,9405510200882783550639
#LE104289,61290983472420157175
#LE104264,61290983472420157182
#LE104250,61290983472420157199
#LE104268,61290983472420157205
#LE104253,9405510200882783552442
#LE104101,61290983472420157212
#LE104291,61290983472420157229
#LE104106,61290983472420157236
#LE104294,9405510200828783583918
#LE104110,61290983472420157243
#LE104041,61290983472420157250
#LE104323,61290983472420157267
#LE104112,61290983472420157274
#LE104233,61290983472420157281
#LE103389,61290983472420157298
#LE104120,61290983472420157304
#LE104234,61290983472420157311
#LE103260,61290983472420157328
#LE104245,61290983472420157335
#LE103236,9400110200793798241528
#LE104099,61290983472420157342
#LE104207,61290983472420157359
#LE104109,61290983472420157366
#LE104008,61290983472420157373
#LE103993,61290983472420157380
#LE104122,61290983472420157397
#LE104265,61290983472420157403
#LE104038,9405510200829783315059
#LE104272,61290983472420157410
#LE103207,9405510200882783564087
#LE103206,61290983472420157427
#LE104009,9405510200883841187729
#LE104274,61290983472420157434
#LE103205,61290983472420157441
#LE104065,61290983472420157458
#LE103204,9400110200793798249210
#LE104124,61290983472420157465
#LE104276,61290983472420157472
#LE104153,9405510200883841190835
#LE104174,61290983472420157489
#LE104295,61290983472420157496
#LE103316,9400110200793798251978
#LE104179,61290983472420157502
#LE103171,9400110200828783598940
#LE104303,61290983472420157519
#LE104230,9405510200883841193874
#LE103170,61290983472420157526
#LE104262,61290983472420157533
#LE104255,61290983472420157540
#LE104273,61290983472420157557
#LE104113,61290983472420157564
#LE104049,61290983472420157571
#LE104004,61290983472420157588
#LE103991,61290983472420157595
#LE104329,61290983472420157601
#LE104012,61290983472420157618
#LE103995,61290983472420157625
#LE104330,9400110200883841198265
#LE104001,61290983472420157632
#LE104331,61290983472420157649
#LE103298,9400110200830974712943
#LE104032,61290983472420157656
#LE104021,61290983472420157663
#LE103167,9400110200830974713926
#LE104010,9405510200830974714209
#LE103125,9405510200881783407400
#LE104073,61290983472420157670
#LE104088,61290983472420157687
#LE104093,61290983472420157694
#LE104128,61290983472420157700
#LE104143,61290983472420157717
#LE104164,61290983472420157724
#LE104152,61290983472420157731
#LE104189,61290983472420157748
#LE104205,61290983472420157755
#LE104225,9405510200883841207441
#LE104213,61290983472420157762
#LE104024,61290983472420157779
#LE104084,61290983472420157786
#LE104278,61290983472420157793
#LE104026,61290983472420157809
#LE104081,61290983472420157816
#LE104036,61290983472420157823
#LE104125,61290983472420157830
#LE104086,61290983472420157847
#LE104141,61290983472420157854
#LE104130,61290983472420157861
#LE104211,61290983472420157878
#LE103987,61290983472420157885
#LE104218,61290983472420157892
#LE104159,61290983472420157908
#LE103156,61290983472420157915
#LE104220,61290983472420157922
#LE104191,61290983472420157939
#LE104223,61290983472420157946
#LE103217,61290983472420157953
#LE104239,61290983472420157960
#LE104251,61290983472420157977
#LE104121,61290983472420157984
#LE104003,61290983472420157991
#LE104053,61290983472420158004
#LE104258,61290983472420158011
#LE103985,61290983472420158028
#LE104275,61290983472420158035
#LE104062,61290983472420158042
#LE104263,61290983472420158059
#LE104017,61290983472420158066
#LE104064,61290983472420158073
#LE104284,61290983472420158080
#LE104129,61290983472420158097
#LE104167,9405510200829783425949
#LE104292,61290983472420158103
#LE104201,61290983472420158110
#LE103211,61290983472420158127
#LE104229,61290983472420158134
#LE104257,9405510200828783703811
#LE104119,61290983472420158141
#LE104286,61290983472420158158
#LE104042,61290983472420158165
#LE104325,61290983472420158172
#LE104182,61290983472420158189
#LE104005,61290983472420158196
#LE104025,9405510200882783683764
#LE104132,61290983472420158202
#LE104117,61290983472420158219
#LE104157,61290983472420158226
#LE104061,61290983472420158233
#LE104066,61290983472420158240
#LE104209,61290983472420158257
#LE104242,61290983472420158264
#LE104071,9405510200828783716675
#LE104040,61290983472420158271
#LE104297,61290983472420158288
#LE104281,61290983472420158295
#LE103293,61290983472420158301
#LE104326,61290983472420158318
#LE104197,9405510200883841315238
#LE104111,9405510200793798380602
#LE104190,61290983472420158325
#LE104172,9405510200830974835874
#LE104138,61290983472420158332
#LE104085,61290983472420158349
#LE104055,61290983472420158356
#LE104016,139332411294800
